,retail_name,retail_state,snap,wic,alcohol,pharmacy,any_tob_sld,str_typ,year,can_surveyD,storelistmatch,c_any_str_typ,c_any_tob_sld,retail_st_geo,str_typ1,Convenience store with or without gas,Drug store or pharmacy ,"Beer, wine, liquor store",Mass merchandiser,Grocery store ,Other store type not listed,Tobacco Hookah ECig
110,wilsons grocery,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01347925494391918,0.0,0.0044227134799709,0.005817108004052833,0.013512705137757689,0.008169732209823213,0.0
111,winewood shell,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013260654141351762,0.0,0.003434631555869949,0.0,0.0030789385573934147,0.0,0.0
112,kangaroo express ,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.032636958611277224,0.007855621094376439,0.005663220114295275,0.011788144365167232,0.004745186416139256,0.005082601036721753,0.005038802965552088
113,airport package ii,AL,0.0,0.0,1.0,0.0,1.0,"Beer, wine, liquor store",2016.0,1.0,1,1,1.0,Alabama,"Beer,",0.005967089078355639,0.0,0.018101748683213355,0.0,0.0030551457392521183,0.007194315187163084,0.004103433845360874
114,airport qwik shop,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012109352740809242,0.0023198281828572293,0.00627800812031986,0.0022587516470493783,0.0030028271312270813,0.005131817689859309,0.007722201591377952
115,american legion wallace new post 76,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.0031483169382750848,0.0,0.011100325887152509,0.0,0.001517458908906329,0.018811100609969482,0.0012976752490716584
116,bbobs downtown,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.004512261541963845,0.0,0.009588665169409417,0.0,0.0,0.013907966641061175,0.0
117,bebos car wash,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.008471389083874646,0.0,0.0017173157779349745,0.0,0.0,0.017319224288874033,0.0
118,beef 'o brady's,AL,,,,,0.0,Other store type not listed,2016.0,0.0,1,1,0.0,Alabama,Other,0.003250015364013379,0.0,0.0,0.0,0.0,0.012295088305698402,0.0
119,bentons chevron food mart,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.016963058996383604,0.010388268442474223,0.006146312954276724,0.013219792581141199,0.010186087367245529,0.007003009317243534,0.004670382978250881
120,broad street chevron,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01371904591227109,0.0,0.004752837819082464,0.0,0.004260630399555068,0.003609596365064739,0.004021087557641617
121,browns lounge,AL,,,,,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Alabama,Other,0.0025443449543542285,0.0,0.01441251647604067,0.0,0.0026731585449624802,0.021287037665035067,0.01622171162599963
122,cashsaver ,AL,1.0,1.0,1.0,0.0,1.0,Grocery store ,2016.0,1.0,1,1,1.0,Alabama,Grocery,0.005142755584137883,0.0,0.0,0.0,0.01080623994074803,0.0,0.0
123,circle k ,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.033263652409362354,0.0,0.0,0.0,0.0,0.022704321621805034,0.0
124,circle k store 2707742,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.017287163121889212,0.01035974000451218,0.00540682616274989,0.01653173128162664,0.00600622879037058,0.008342160618045234,0.0054149140354754375
125,circle k stores ,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.0283788762157727,0.02071948000902436,0.01081365232549978,0.03306346256325328,0.01201245758074116,0.01668432123609047,0.010829828070950875
126,circle k stores ,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.0283788762157727,0.02071948000902436,0.01081365232549978,0.03306346256325328,0.01201245758074116,0.01668432123609047,0.010829828070950875
127,circle k stores ,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,0,1,1.0,Alabama,Convenience,0.0283788762157727,0.02071948000902436,0.01081365232549978,0.03306346256325328,0.01201245758074116,0.01668432123609047,0.010829828070950875
128,circle k stores ,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.0283788762157727,0.02071948000902436,0.01081365232549978,0.03306346256325328,0.01201245758074116,0.01668432123609047,0.010829828070950875
129,city market chevron,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014083733844301465,0.007498018002906563,0.0072748777743985365,0.006654079401238169,0.010562219751903698,0.0122605763923175,0.008091581268751672
130,cockeyed charlies sports bar,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.0030488741722364773,0.0,0.010451674211595104,0.0,0.0010263128524644716,0.02050860775629202,0.004938039097610497
131,cowboys and angels,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.006037718174655266,0.0039278105471882195,0.005611573826349198,0.003824398982786788,0.004167497471628046,0.01486063774992475,0.005613608627675103
132,creek breez,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.009750605910975601,0.0,0.0029819739891608302,0.0,0.0056099233720164265,0.009468814111326508,0.005038802965552088
133,dauphin street shell,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012482787652579042,0.0,0.006470153597017439,0.0,0.005800099678251776,0.003609596365064739,0.004021087557641617
134,diamonds,AL,0.0,0.0,1.0,0.0,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Alabama,Other,0.017564667644354288,0.0,0.0,0.0,0.009236815672180244,0.015657365909553286,0.0
135,discount wine and liquor,AL,0.0,0.0,1.0,0.0,1.0,"Beer, wine, liquor store",2016.0,1.0,1,1,1.0,Alabama,"Beer,",0.005951133257323033,0.010841760215295189,0.03447277849592485,0.00570976196422263,0.011071008485327445,0.010796447921250665,0.012630993740192357
136,dollar general store 10412,AL,1.0,0.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
137,dollar general store 11165,AL,1.0,0.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
138,dollar general store 14067,AL,1.0,0.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
139,dollar general store 3362,AL,1.0,0.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,0,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
140,dollar general store 3720,AL,1.0,0.0,0.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
141,dollar general store 5734,AL,1.0,0.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
142,dollar general store 6650,AL,1.0,0.0,0.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
143,dollar general store 722,AL,1.0,0.0,0.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
144,dollar general store 7853,AL,1.0,0.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09707903609098234,0.020975474374743914,0.017215885228988054,0.005513823137884569
145,dollar general store 9295,AL,1.0,0.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
146,dollar general store 9788,AL,1.0,0.0,1.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.014021418552023447,0.013857625925666016,0.0036045507751665934,0.09458830581846729,0.020975474374743914,0.017215885228988054,0.005513823137884569
147,energize old shell,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.011771644900425099,0.0,0.0057392601704672405,0.0,0.003996537278481291,0.002459908131499831,0.0019160697663662362
148,family dollar 1344,AL,1.0,0.0,0.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.007226383578990783,0.01100970517747154,0.0021285686421579075,0.06864422030878282,0.013539264692271569,0.011942617064935731,0.008231042825478875
149,family dollar 1534,AL,1.0,0.0,0.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.007226383578990783,0.01100970517747154,0.0021285686421579075,0.06864422030878282,0.013539264692271569,0.011942617064935731,0.008231042825478875
150,family dollar 3016,AL,1.0,0.0,0.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.007226383578990783,0.01100970517747154,0.0021285686421579075,0.06864422030878282,0.013539264692271569,0.011942617064935731,0.008231042825478875
151,family dollar 3187,AL,1.0,0.0,0.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.007226383578990783,0.01100970517747154,0.0021285686421579075,0.06864422030878282,0.013539264692271569,0.011942617064935731,0.008231042825478875
152,family dollar 8788,AL,1.0,0.0,0.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.007226383578990783,0.01100970517747154,0.0021285686421579075,0.06864422030878282,0.013539264692271569,0.011942617064935731,0.008231042825478875
153,family dollar 8882,AL,1.0,0.0,0.0,0.0,1.0,Mass merchandiser,2016.0,1.0,0,1,1.0,Alabama,Mass,0.007226383578990783,0.01100970517747154,0.0021285686421579075,0.06864422030878282,0.013539264692271569,0.011942617064935731,0.008231042825478875
154,family dollar 8918,AL,1.0,0.0,0.0,0.0,1.0,Mass merchandiser,2016.0,1.0,1,1,1.0,Alabama,Mass,0.007226383578990783,0.01100970517747154,0.0021285686421579075,0.06864422030878282,0.013539264692271569,0.011942617064935731,0.008231042825478875
155,first choice mart,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.011397038734794633,0.009024994045759344,0.00531742701748458,0.010754368603254523,0.007374189117243578,0.007093087250030922,0.009013626601388363
156,fonnys lounge,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.0012721724771771142,0.0,0.011430542486879839,0.0,0.0,0.02110017747231319,0.01622171162599963
157,food pak,AL,1.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.01083242576137556,0.007855621094376439,0.006892796126344446,0.009480487927094317,0.012895339323739883,0.01590164547166825,0.00776568253638094
158,gb southern oil,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013610858229895736,0.0,0.0025244604261253764,0.0,0.0,0.004996280117401984,0.0021873640789946375
159,grand central,AL,,,,,0.0,Other store type not listed,2016.0,0.0,1,1,0.0,Alabama,Other,0.00869583051402311,0.0089045931190391,0.008315976170648293,0.0,0.009343511749085346,0.014481874298400123,0.01091157175686841
160,greyhound lines inc food service division,AL,0.0,0.0,0.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.004879082094722781,0.00664295149382305,0.004960946089843983,0.0053046339814184695,0.0073613111994979535,0.015176907465483966,0.0041525494150544085
161,hillcrest package,AL,0.0,0.0,0.0,0.0,0.0,"Beer, wine, liquor store",2016.0,0.0,1,1,0.0,Alabama,"Beer,",0.00355159955965052,0.0,0.02028946553013279,0.0,0.0,0.009992560234803967,0.004374728157989275
162,ibmart ,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.006195450028005725,0.0,0.0,0.0,0.0,0.0,0.0
163,jaguar bp ,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013642412021416401,0.0,0.0029819739891608302,0.0,0.0,0.005616407898000393,0.004374728157989275
164,jimmys package store,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.011647611618239365,0.01035974000451218,0.016410470952944994,0.01653173128162664,0.00600622879037058,0.0077512653145688825,0.01012167959724612
165,jmtd llc,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.009742381522919797,0.012106895221361524,0.008204510837879339,0.011788144365167232,0.009072321366715068,0.007950979501574884,0.014677104216975845
166,k  s convenience store,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.025386647691781766,0.02071948000902436,0.017071659583641364,0.03306346256325328,0.01468561612570364,0.009116214028822123,0.02109950052493866
167,kangaroo express 1585,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.019416204319641476,0.0039278105471882195,0.0028316100571476373,0.005894072182583616,0.002372593208069628,0.0025413005183608766,0.002519401482776044
168,key west,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.010021238421801441,0.009736839864285586,0.00669945478253799,0.004517503294098757,0.008155671384560715,0.009771238656510054,0.002975998202286048
169,la cocina mexican restaurant,AL,,,,,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Alabama,Other,0.002990100416480587,0.0,0.0025536822265582785,0.0,0.007349777360748681,0.01674581998774379,0.0026807250384277446
170,legends,AL,,,,,,Other store type not listed,2016.0,0.0,0,1,,Alabama,Other,0.0,0.0,0.0,0.0,0.0,0.022067239286073976,0.0
171,maddogs party stop,AL,0.0,0.0,1.0,0.0,1.0,"Beer, wine, liquor store",2016.0,1.0,1,1,1.0,Alabama,"Beer,",0.006086713134470155,0.0,0.020113687932676753,0.0025603659000728155,0.003403798819870534,0.003595859617559871,0.004024947649360143
172,maymes,AL,,,,,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Alabama,Other,0.0,0.0,0.0,0.0,0.0,0.013033267006815117,0.0
173,mini mart,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.019568561767989812,0.018049988091518688,0.018308894658296947,0.021508737206509046,0.02162440964411692,0.020002150471455368,0.013909745463836649
174,mobile cash  carry,AL,1.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.00919416718650439,0.0039278105471882195,0.008624151518358979,0.0,0.007417604942862238,0.013651437197635521,0.0
175,mobile lodge ,AL,0.0,0.0,1.0,0.0,0.0,Other store type not listed,2016.0,1.0,1,1,0.0,Alabama,Other,0.009387673861741925,0.007855621094376439,0.005815336735083422,0.0,0.0,0.023692230024918253,0.0
176,moffett road exxon,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.011363525197769744,0.0,0.002740919680489767,0.0,0.001982346991268024,0.004263029948743993,0.004021087557641617
177,mother's finest convenience store,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.013267702429602223,0.0069064933363414535,0.005690553194547122,0.011021154187751092,0.004895205375234547,0.004240819221103483,0.00703316684164622
178,ms ds convenience store,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.012790551460800865,0.0069064933363414535,0.006561261803688482,0.011021154187751092,0.005675742753212693,0.003820177612905424,0.008310546685890378
179,murphy usa ,AL,1.0,0.0,0.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.02657192263147302,0.0,0.0,0.0,0.0030789385573934147,0.010294984779987514,0.0
180,myers market,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.00963414246630231,0.009736839864285586,0.007775860045151653,0.013308158802476338,0.012290864914852408,0.011493336837684498,0.006245466398371704
181,o dalys pub,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.0014652856632902363,0.0,0.010576747093510369,0.0,0.0,0.020504715263436998,0.0
182,old shell chevron,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.016243451899485478,0.0,0.0057392601704672405,0.0,0.003996537278481291,0.002459908131499831,0.0019160697663662362
183,old shell convenience store,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.016309979164210654,0.0069064933363414535,0.00951672664152528,0.011021154187751092,0.00755956356088874,0.0046786767639405945,0.008310546685890378
184,olensky brothers,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.00397273505675413,0.005974402324467293,0.0044227134799709,0.0,0.005587775831137661,0.01103316348110423,0.0
185,papa buddhas,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.0,0.0,0.005815336735083422,0.0,0.0,0.01103316348110423,0.0109337472615506
186,pat's downtown grill,AL,0.0,0.0,1.0,0.0,1.0,Other store type not listed,2016.0,1.0,1,1,1.0,Alabama,Other,0.006260283720989711,0.0,0.013122665618663007,0.0,0.0013365792724812401,0.016365305387248036,0.0
187,publix alabama 1404,AL,1.0,1.0,1.0,1.0,1.0,Grocery store ,2016.0,1.0,1,1,1.0,Alabama,Grocery,0.0,0.0039278105471882195,0.00567158148817152,0.0,0.018691102957907355,0.0,0.0
188,quick stop grocery,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.017534768222423953,0.0,0.0060083778947231025,0.005468919902099232,0.011496730661230617,0.012292051488715835,0.007728476972568016
189,r and s food mart,AL,0.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.01826877667363935,0.019510213210899557,0.01735550368388966,0.023654087854498584,0.02263610010360805,0.016580398816063265,0.012619183095051426
190,rite aid ,AL,1.0,1.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Alabama,Drug,0.006005637825970565,0.1343424414287929,0.0,0.0,0.009236815672180244,0.0,0.0
191,rite aid ,AL,1.0,0.0,1.0,1.0,1.0,Drug store or pharmacy ,2016.0,1.0,1,1,1.0,Alabama,Drug,0.006005637825970565,0.1343424414287929,0.0,0.0,0.009236815672180244,0.0,0.0
192,riverside food mart,AL,1.0,0.0,1.0,0.0,1.0,Convenience store with or without gas,2016.0,1.0,1,1,1.0,Alabama,Convenience,0.014647306788191997,0.015582402663711336,0.012127137798956798,0.019829688871711798,0.015279131050868292,0.014526306910973051,0.007005574467376322
